 gene 	 metA1a 	 metA1b 	 metB1a 	 metB1b 	 metA10a 	 metA10b 	 metB10a 	 metB10b 	 mtrA1a 	 mtrA1b 	 mtrB1a 	 mtrB1b 	 mtrA10a 	 mtrA10b 	 mtrB10a 	 mtrB10b 
 comEC 	 834.7586 	 903.6552 	 581.9655 	 581.6207 	 925.3104 	 939.1035 	 827.5862 	 814.8965 	 865.1035 	 876.931 	 510.7586 	 516.3104 	 777.5172 	 947.7241 	 715.931 	 772.4483 
 adhA 	 742.2069 	 771.8965 	 579.7931 	 616,00   	 977.7586 	 1026.621 	 1073.621 	 1115.414 	 697.1724 	 746.7586 	 523.1724 	 515.8621 	 1004.655 	 971.3448 	 999.8965 	 1051.586 
 ppsE 	 450.5172 	 457.069 	 335.7931 	 341.1724 	 650.3793 	 705.6896 	 566.6207 	 586.6896 	 344.5517 	 397.931 	 294.3793 	 282.931 	 670.2759 	 710.8965 	 448.2414 	 484.2414 
 trxB 	 524.7241 	 592.6552 	 429.069 	 413.4483 	 674.069 	 663.7241 	 565.7241 	 623.2414 	 490.2758 	 536.5172 	 347.5517 	 368,00   	 577.2414 	 672.1724 	 571.069 	 626.8965 
 spoVR 	 576.4828 	 561.3793 	 415.8965 	 442.8276 	 697.8276 	 662.9655 	 824.5172 	 789.6207 	 467.2758 	 509.931 	 370.8965 	 371.5862 	 816.4828 	 780.4483 	 823.7586 	 767.4828 
 glyQ 	 1149.379 	 1 227,00   	 1136.69 	 1187.655 	 1936.69 	 1876.69 	 2509.31 	 2618.828 	 1070.655 	 1028.793 	 925.7241 	 996.069 	 2336.483 	 2411.138 	 2384.31 	 2507.896 
 ywqB 	 2640.655 	 2667.724 	 2150.586 	 2138.379 	 1 344,00   	 1577.345 	 1930.931 	 2261.31 	 2314.966 	 2559.586 	 1680.724 	 1863.655 	 1514.276 	 1565.897 	 2022.862 	 2 066,00   
 yqjV 	 394.1035 	 375.9655 	 318.1379 	 322.5862 	 504.5172 	 504.2758 	 477.7931 	 501.2414 	 381.4828 	 356.3793 	 257.7586 	 274.1035 	 500.8965 	 499.1724 	 498.1035 	 514.7931 
 rph 	 462.1724 	 497.6552 	 418.0345 	 369.2414 	 702.3104 	 561.1379 	 705.0345 	 609.931 	 450.6207 	 389.7586 	 343.8276 	 312.7586 	 688.1724 	 688.5862 	 595.0345 	 549.3793 
 pnbA 	 1600.345 	 1692.483 	 1533.379 	 1505.414 	 2246.448 	 2290.483 	 2615.69 	 2698.655 	 1670.379 	 1660.138 	 1255.207 	 1282.828 	 2312.241 	 2 509,00   	 2588.896 	 2643.034 
 dnaG 	 669.0345 	 681.8276 	 682,00   	 684.1724 	 1131.345 	 1247.621 	 1274.276 	 1351.793 	 589.4138 	 677.5517 	 551.1379 	 634.5517 	 1216.241 	 1188.793 	 1229.207 	 1218.207 
 flhP 	 469.2414 	 509.3793 	 350.6897 	 396.5862 	 669.6896 	 712.7931 	 650.9655 	 780.4828 	 428,00   	 477.9655 	 457.3103 	 445.3103 	 685.1379 	 760.3104 	 809.2759 	 851.4828 
 med 	 1841.828 	 1873.379 	 1468.276 	 1426.966 	 2 254,00   	 1910.655 	 3208.862 	 3254.724 	 1746.379 	 1731.931 	 1 185,00   	 1296.517 	 2642.345 	 2671.552 	 2983.104 	 3050.552 
 yqaO 	 748.6207 	 843.3104 	 558.5517 	 591.6896 	 749.2069 	 715.1379 	 860.7586 	 1066.966 	 545.7586 	 635.069 	 416.4138 	 515.069 	 831.5862 	 956.931 	 891.1035 	 945.8965 
 yrkC 	 1588.31 	 1647.517 	 1284.897 	 1224.586 	 1459.586 	 1848.276 	 1847.517 	 1894.724 	 1467.138 	 1490.828 	 989.9655 	 1029.414 	 1 835,00   	 1816.172 	 1799.621 	 1738.483 
 ald 	 1717.621 	 1507.241 	 1222.931 	 1256.31 	 1419.207 	 1808.69 	 2156.931 	 2160.586 	 1580.828 	 1626.345 	 1147.448 	 1144.31 	 2115.931 	 2072.517 	 2190.241 	 2182.724 
 ytwI 	 652.3793 	 444.6897 	 491.8965 	 376.8965 	 780.5517 	 701.6896 	 1046.517 	 642.7931 	 542.1724 	 390.5517 	 447.4828 	 344.5517 	 895.1724 	 645.5172 	 913.7241 	 634.3448 
 nasB 	 2 637,00   	 2453.276 	 2597.69 	 2630.828 	 3577.655 	 3649.483 	 5380.517 	 5475.069 	 2513.483 	 2645.104 	 2120.517 	 2320.138 	 3885.621 	 3890.862 	 5072.896 	 5381.207 
 ytmP 	 488.2758 	 412.5172 	 376.0345 	 313.3793 	 717,00   	 556.069 	 800.5862 	 600.8965 	 413.1724 	 398.8621 	 392.6897 	 329.6552 	 831.1379 	 681.0345 	 817.1379 	 522.7931 
 yxcA 	 373.2758 	 403.3448 	 312.069 	 303.1379 	 547.3104 	 518.931 	 507.2414 	 520.6552 	 395,00   	 358.3103 	 263.7242 	 258.8965 	 548.8276 	 517.3448 	 503.8965 	 488.3793 
 dppC 	 943.4483 	 974.069 	 675.1035 	 700.1379 	 1153.552 	 1125.862 	 1242.345 	 1269.172 	 838.1724 	 852.2414 	 633.2759 	 641.7241 	 1292.483 	 1282.517 	 1186.276 	 1175.379 
 yrhF 	 732.6552 	 816.1724 	 572.2069 	 562.4138 	 887.8965 	 842.6552 	 914.0345 	 1033.172 	 762.5517 	 637.1724 	 537.7241 	 618.069 	 952.4138 	 1050.759 	 1009.241 	 911.5862 
 fliS 	 911.5172 	 978.9655 	 616.8965 	 627.8621 	 909.8276 	 960.931 	 879,00   	 908.6207 	 761.5862 	 795.4138 	 759.2414 	 765.1379 	 1012.172 	 1035.931 	 1085.345 	 1121.655 
 yvdC 	 1158.793 	 1158.138 	 864.6552 	 787.6207 	 1527.379 	 1552.655 	 1637.034 	 1646.517 	 1158.138 	 1171.897 	 760.1035 	 759.5517 	 2252.379 	 2251.862 	 1639.897 	 1706.31 
 yugI 	 1155.793 	 1127.448 	 929.2759 	 867.4828 	 1666.345 	 1721.724 	 1549.621 	 1609.552 	 846.5172 	 900.8621 	 752.4483 	 820.3793 	 1449.276 	 1390.172 	 1484.552 	 1568.31 
 ykuD 	 2237.931 	 2329.586 	 1838.828 	 1735.828 	 2365.724 	 2318.552 	 2937.069 	 3203.896 	 2053.862 	 2156.931 	 1566.966 	 1718.241 	 2893.276 	 2986.345 	 3080.896 	 3137.034 
 ywtC 	 1490.828 	 1471.966 	 888.7241 	 800.4828 	 1529.483 	 1554.586 	 1533.069 	 1537.276 	 1181.586 	 1261.138 	 792.5172 	 817.0345 	 1728.828 	 1886.724 	 1714.517 	 1690.897 
 ydcG 	 366.1724 	 351.8621 	 243.9655 	 230.7586 	 461.1724 	 428.8965 	 422.069 	 387.7586 	 317.7931 	 301.7242 	 273.4483 	 241.8965 	 444.3103 	 423.1724 	 414.7586 	 422.2069 
 ykyA 	 878.9655 	 848.7241 	 525.2414 	 476.5172 	 984.6207 	 962.1724 	 947.4483 	 952.931 	 734.9655 	 733.4138 	 532.7241 	 520,00   	 966.8276 	 1008.69 	 962.5172 	 973.5517 
 yrbE 	 1406.034 	 1444.31 	 874.7586 	 878.0345 	 1492.621 	 1466.034 	 1618.379 	 1693.069 	 1156.172 	 1184.379 	 793.2759 	 849.5172 	 1578.379 	 1669.759 	 1587.828 	 1641.034 
 ywnG 	 881.3104 	 886.6552 	 534,00   	 494.1379 	 572.3448 	 520,00   	 794.7241 	 788.3448 	 712.5172 	 715.5517 	 474.2758 	 450.3103 	 556.8621 	 603.4138 	 800.4138 	 789.1379 
 ybbI 	 536.4483 	 576.6552 	 348.8276 	 373.1379 	 640.7931 	 597.6896 	 553.4828 	 566.4483 	 520.4138 	 508.7242 	 346,00   	 359.7242 	 697.8965 	 680.069 	 564.8621 	 593.5172 
 yunH 	 496.3448 	 513.6207 	 336.1724 	 302.4483 	 555.7241 	 534,00   	 557.3448 	 549,00   	 420.8276 	 430.7931 	 271.1035 	 267.8276 	 496.931 	 500.1379 	 415.6207 	 449.8965 
 trpC 	 1016.172 	 1071.31 	 669.7931 	 688.5172 	 1481.138 	 1518.034 	 1210.586 	 1282.103 	 850.7931 	 868.7586 	 659.4828 	 703.2759 	 1678.241 	 1749.207 	 1260.138 	 1318.414 
 ctsR 	 546.4138 	 555.5517 	 296.8621 	 302.3793 	 534.1379 	 508.8276 	 421.2069 	 460.1379 	 505.5862 	 529.3104 	 297.7242 	 271.1035 	 533.9655 	 562.7586 	 437.931 	 514.5862 
 rbsC 	 588.1379 	 525.7586 	 381.9655 	 431,00   	 545.5172 	 601.6207 	 598,00   	 607.7241 	 493.8621 	 475.9655 	 340.5172 	 353,00   	 550.069 	 581.8965 	 590.2414 	 617.5862 
 ribC 	 494.2069 	 423.6897 	 374.3103 	 368.8276 	 617,00   	 598.3448 	 462.2069 	 490.8621 	 455.1035 	 395.5862 	 331.7586 	 344.9655 	 581.7241 	 616.069 	 499.6207 	 513.2759 
 tlpA 	 1787.517 	 1832.207 	 1256.966 	 1368.759 	 1805.69 	 1806.828 	 1518.172 	 1493.897 	 1764.862 	 1653.069 	 1125.586 	 1141.828 	 1577.897 	 1785.69 	 1634.069 	 1614.483 
 yqgV 	 2224.276 	 2259.552 	 1762.931 	 1804.138 	 2487.483 	 2539.034 	 2383.172 	 2494.69 	 1908.724 	 1717.655 	 1443.759 	 1428.31 	 2806.828 	 2817.517 	 2422.345 	 2582.034 
 yisC 	 737.1035 	 716.931 	 596.8276 	 612.4138 	 860.6552 	 828.7931 	 920.5862 	 965.2414 	 689.8965 	 680.1379 	 463.8621 	 538.6896 	 997.0345 	 898.931 	 970.1035 	 1033.552 
 tagD 	 860.5172 	 853.9655 	 798.1035 	 768.069 	 1519.414 	 1479.621 	 1409.897 	 1438.69 	 760.5172 	 789.4138 	 668.931 	 697.8276 	 1545.172 	 1553.759 	 1515.517 	 1569.172 
 yvnB 	 322.2758 	 307.9655 	 262.7242 	 269.1035 	 406.1379 	 395.1724 	 391.1724 	 396.7586 	 254.069 	 251.4138 	 230.6897 	 198.1724 	 414.8965 	 433.5517 	 373.4828 	 321.8276 
 yjmH 	 439.1379 	 497.4828 	 404.069 	 359.5862 	 666.2759 	 630.4828 	 669.6552 	 676.3448 	 438.0345 	 428.3103 	 290.4138 	 319.0345 	 795.5862 	 841.1035 	 653.1724 	 641.4138 
 aroA 	 1360.483 	 1411.69 	 1357.448 	 1341.31 	 2 288,00   	 2238.276 	 1748.862 	 1765.759 	 1217.931 	 1306.069 	 1 134,00   	 1207.897 	 2248.517 	 2313.276 	 1770.207 	 1815.759 
 glnR 	 861.931 	 936.4138 	 621.7241 	 666.4828 	 758.4828 	 814.7931 	 745.1724 	 821.7241 	 725.2759 	 722.7241 	 489.4138 	 581.2414 	 793.8276 	 895.4483 	 806.3448 	 894.931 
 yutL 	 446.8276 	 466.1379 	 379.3793 	 388.6207 	 585.4828 	 630.5517 	 558.1724 	 608.069 	 434.4138 	 438.2069 	 349.4483 	 337.8276 	 690.1724 	 712.6207 	 527.1724 	 582.4828 
 folK 	 373.8621 	 346.7586 	 256.5862 	 263.1035 	 472.2069 	 489.069 	 433.4483 	 455.3103 	 296.7931 	 357.7586 	 263.9655 	 272.3793 	 561.8276 	 582.0345 	 378.7931 	 424.3793 
 yjzD 	 363.6897 	 321.2758 	 315.1724 	 325.9655 	 392.5862 	 424.8276 	 488.069 	 448.6207 	 343.4828 	 340.7586 	 280.2069 	 299.6207 	 467.7931 	 505.9655 	 446.3448 	 445.6207 
 ctrA 	 985.9655 	 979.1035 	 939.7241 	 976.2069 	 1318.414 	 1409.345 	 1611.379 	 1670.034 	 947.5172 	 931.931 	 859.7241 	 810.8276 	 1422.586 	 1627.759 	 1684.517 	 1654.241 
 lipA 	 2685.793 	 2738.759 	 3247.896 	 3260.828 	 3346.828 	 3519.207 	 4528.172 	 4902.862 	 2827.172 	 3005.069 	 2640.31 	 2685.104 	 4425.483 	 4649.104 	 4796.621 	 4824.138 
 rnh 	 578.2414 	 571.1035 	 387.8621 	 372.3103 	 744.6896 	 649.1035 	 791,00   	 635.1379 	 566.6552 	 500.6552 	 353.6207 	 352.1724 	 812.2414 	 761.6896 	 657.3448 	 646.4483 
 yurK 	 874.8621 	 897.6552 	 638.1379 	 605.5172 	 622.4138 	 666.8965 	 594.2414 	 690,00   	 778.5862 	 756.7931 	 483.1379 	 479.0345 	 756.4483 	 751.6207 	 599.5862 	 643.3448 
 kduD 	 1418.69 	 1413.172 	 1081.586 	 1048.724 	 1357.862 	 1375.586 	 1308.862 	 1272.828 	 1286.552 	 1222.724 	 942.2069 	 844.3448 	 1667.759 	 1682.931 	 1245.069 	 1197.724 
 yvtA 	 699.8621 	 710.2759 	 552.7586 	 516.1379 	 866.8621 	 879.9655 	 838.2414 	 865.4483 	 648.6207 	 650.9655 	 434.1724 	 414.8276 	 1044.103 	 1021.345 	 773.1724 	 781.069 
 ydaA 	 1048.448 	 1043.172 	 757.2414 	 700.4138 	 798.7241 	 800.2759 	 570.8276 	 579.5862 	 953,00   	 921,00   	 630.2414 	 619.6896 	 839.6896 	 899.5862 	 436.1035 	 498.069 
 spoIISB 	 534.1724 	 554.6896 	 489.3448 	 491.3448 	 661.7241 	 734.7586 	 982.5517 	 991.3793 	 444.6207 	 483.931 	 457.8621 	 422.2758 	 1004.621 	 979.4138 	 900.3104 	 875.1724 
 yxiL 	 306.069 	 322.0345 	 260.4483 	 256.2758 	 358.069 	 440.6897 	 393.7931 	 376.4828 	 257.3448 	 265.5517 	 232.4483 	 220.8621 	 419.1035 	 419.069 	 326.6207 	 293.4138 
 argD 	 715.5517 	 727.1724 	 643.3793 	 647.3448 	 863.6207 	 971.1724 	 930.1035 	 1013.655 	 553.6552 	 553.9655 	 388.6897 	 412.1035 	 791.4138 	 847.1379 	 641.8965 	 654.5517 
 yomW 	 387.931 	 403.7931 	 270.1379 	 320.9655 	 460.2069 	 515.8276 	 437.7586 	 452.6552 	 383.4138 	 314.2758 	 270.4828 	 270.0345 	 549.8965 	 588.7931 	 388.4483 	 447.069 
 yocB 	 604.2069 	 652.2069 	 370.3793 	 457.7242 	 612.3104 	 805.2759 	 733.1379 	 818.3104 	 479.1379 	 511.8276 	 337.3793 	 381.4828 	 771.8965 	 796,00   	 761.5172 	 792.5862 
 ywhQ 	 1812.103 	 1777.172 	 1761.034 	 1750.517 	 1606.621 	 938.8965 	 2323.138 	 2391.621 	 1706.862 	 1717.241 	 1395.966 	 1467.172 	 2749.655 	 2935.586 	 2371.448 	 2314.966 
 yvyD 	 1347.517 	 1420.69 	 994.8276 	 1069.552 	 1504.207 	 1496.448 	 1462.241 	 1488.966 	 1161.414 	 1263.552 	 759.7241 	 780.1035 	 2121.172 	 2185.104 	 1367.448 	 1453.517 
 yddJ 	 566,00   	 564.2759 	 486.7242 	 530.069 	 664.5517 	 625.2069 	 816.5517 	 787.2069 	 488.0345 	 495.5517 	 343.6897 	 331.1035 	 834.2414 	 805.4828 	 664.1379 	 678.9655 
 yneR 	 752.2069 	 686.5517 	 579.1379 	 583.7586 	 426.0345 	 547.9655 	 803.4138 	 811.1379 	 663.4138 	 569.7931 	 482.1035 	 450.0345 	 1264.276 	 1176.103 	 836.5517 	 831.7931 
 yabM 	 833.8276 	 782.4828 	 654.6896 	 653.5517 	 419.9655 	 632.2069 	 1147.483 	 1170.897 	 664.0345 	 648.6896 	 503.8621 	 491.5862 	 1178.207 	 1046.241 	 1085.31 	 1130.069 
 kinC 	 448.8621 	 405.8621 	 370.2758 	 358.7931 	 365.6897 	 376.1724 	 454.5862 	 489.0345 	 344.4138 	 357.069 	 263.7931 	 266.6897 	 610.5172 	 570.4138 	 488.8621 	 484.5862 
 yufU 	 689.2759 	 690.3793 	 570.1035 	 517.8276 	 553.2069 	 633.2069 	 862.7241 	 815.069 	 589.7586 	 589.5172 	 422.5517 	 380.8965 	 896.2759 	 843,00   	 884.4828 	 841.0345 
 spoVT 	 718.4483 	 752.6552 	 416.2414 	 399.7242 	 666.8965 	 703.1035 	 799.2414 	 778,00   	 558.7931 	 558.8276 	 403.8965 	 405.6552 	 775.6896 	 738.9655 	 701.6207 	 732.0345 
 ybcC 	 423.4138 	 425.2758 	 258.3448 	 266.3448 	 570.069 	 536.4828 	 485.0345 	 486.1379 	 366.069 	 391.7586 	 256.0345 	 276.7242 	 494.5517 	 526.8276 	 435.6897 	 445.4483 
 yitW 	 1013.31 	 1103.345 	 571.8276 	 618.7931 	 1000.586 	 1106.655 	 907.5172 	 1025.483 	 887.1724 	 913.6896 	 689.6552 	 779.6552 	 1216.793 	 1334.172 	 872.5517 	 1180.897 
 yhzC 	 1828.138 	 1975.69 	 1240.241 	 1209.241 	 1838.103 	 1 907,00   	 2065.931 	 2128.586 	 1704.138 	 1841.586 	 1318.552 	 1323.724 	 2428.966 	 2506.034 	 2160.448 	 2254.276 
 yttB 	 1064.448 	 1090.655 	 722.4138 	 736.0345 	 833.8965 	 661.1035 	 1329.276 	 1433.69 	 943.069 	 978.931 	 691.8965 	 747.8621 	 1208.793 	 1287.655 	 1379.138 	 1353.931 
 yhcW 	 536.4138 	 424.1724 	 335.2414 	 321.6552 	 659.8276 	 492.0345 	 649.3104 	 582.3104 	 410,00   	 436,00   	 328.8276 	 338.1035 	 686.8276 	 549.4828 	 612.3104 	 563.8965 
 yvoB 	 1361.828 	 1316.138 	 900.4828 	 945.8965 	 1702.655 	 1481.069 	 2496.034 	 2 813,00   	 1076.448 	 1014.069 	 838.1379 	 940.2069 	 2186.104 	 2353.552 	 2521.034 	 2505.931 
 yrpD 	 467.1035 	 452.2758 	 285.5517 	 288.8965 	 879.3448 	 721.6207 	 573.5862 	 493.7586 	 370.4828 	 396.8276 	 282.4483 	 270.3448 	 744,00   	 653.8965 	 511.2069 	 436.3793 
 ykzA 	 418.7242 	 553,00   	 306.2414 	 310.6897 	 484.3103 	 797.6207 	 508.3793 	 572.4483 	 372.8276 	 403.8965 	 337.3448 	 310.931 	 522.069 	 562.4138 	 579.069 	 617.4483 
 ycbK 	 1903.586 	 1930.862 	 1371.724 	 1405.724 	 1743.138 	 1937.276 	 2327.586 	 2459.207 	 1905.517 	 1805.724 	 1213.31 	 1 261,00   	 2406.483 	 2493.621 	 2321.276 	 2267.896 
 tenA 	 1676.034 	 1709.103 	 1115.828 	 1 002,00   	 1295.414 	 1619.724 	 1733.552 	 1 746,00   	 1550.724 	 1 540,00   	 1042.172 	 1013.414 	 1588.241 	 1580.448 	 1668.241 	 1803.207 
 yojC 	 628.5172 	 668.1035 	 439.3103 	 484.7931 	 698,00   	 693.9655 	 616.4138 	 690.2414 	 625.1379 	 661.931 	 367.7242 	 405.6552 	 689.5862 	 692.931 	 625.5862 	 650.0345 
 menE 	 727.7241 	 721.4138 	 384.8621 	 371.5862 	 676.4138 	 638.4138 	 610.0345 	 592.4483 	 435.6897 	 506.1035 	 317.8621 	 328.6552 	 678.069 	 594.8276 	 560.8276 	 540.5517 
 yodI 	 462.2758 	 452.3103 	 321.3793 	 317.4138 	 537.6896 	 482.3103 	 499.9655 	 513.3793 	 380.8276 	 389.1379 	 271.3793 	 295.5172 	 504.5172 	 543.4138 	 497.5517 	 506.8965 
 ywzB 	 377.4828 	 359.7931 	 278.6552 	 278.5517 	 458.1035 	 425.4138 	 419.8965 	 421.5862 	 331.1379 	 337.3793 	 241.5862 	 219.4828 	 422.4138 	 436.1724 	 395.1379 	 397.2758 
 spoIID 	 417.069 	 424.3793 	 303.5862 	 248.8621 	 464.4138 	 398.8965 	 464.4483 	 455.3448 	 318.2069 	 331.5517 	 262.8621 	 241.8276 	 476.6897 	 495.6552 	 461.9655 	 407.8621 
 yqeW 	 566.2414 	 564.5862 	 387.7242 	 378.2069 	 437.0345 	 442.8965 	 491.3448 	 486.8965 	 479.1035 	 490.8276 	 325.7586 	 275.069 	 438.8621 	 450.7586 	 451.7931 	 447.6207 
 ycgT 	 636.7586 	 586.0345 	 392.1379 	 369.3448 	 718.3448 	 738.3104 	 836.1035 	 737.3793 	 496.1724 	 480.2758 	 287.7931 	 308.1379 	 800.6207 	 723.1724 	 529.2414 	 491.7242 
 rapA 	 1634.931 	 1600.207 	 1276.414 	 1282.241 	 2818.172 	 3046.345 	 2480.931 	 2553.069 	 1906.207 	 1924.345 	 1101.931 	 1173.793 	 3354.517 	 3 674,00   	 2539.517 	 2648.379 
 thyB 	 814.7586 	 875.8276 	 667.7586 	 563.7241 	 979.7931 	 939.069 	 856.7931 	 802.2414 	 784.2759 	 813.2414 	 521.7586 	 574.0345 	 985.9655 	 1106.966 	 893.1035 	 862.2414 
 yugT 	 816.2414 	 853.0345 	 665.0345 	 680.9655 	 1007.207 	 1001.896 	 1030.414 	 1130.862 	 797.4138 	 780.0345 	 549.6896 	 568.6896 	 1006.483 	 1122.138 	 1048.345 	 1029.862 
 dnaJ 	 667.5172 	 717.4483 	 605.1379 	 552.7241 	 986.6207 	 976.1379 	 915.7586 	 1021.966 	 582.1724 	 563.0345 	 502.2069 	 515.3448 	 919.1724 	 843.1724 	 914.4483 	 914.3793 
 yoaT 	 470.8276 	 524.9655 	 339.931 	 376.7242 	 569.3448 	 662.9655 	 646.2759 	 738.0345 	 415.5172 	 442.6207 	 321.1035 	 324.7586 	 640,00   	 776.1379 	 648.9655 	 690.6552 
 ybbT 	 596.2759 	 569.3104 	 486.1379 	 437.931 	 881.3104 	 906.7241 	 683.7931 	 686.6896 	 408.8621 	 433.5172 	 390.1379 	 405.931 	 807.8965 	 769.8621 	 667.2069 	 693.4138 
 yvbV 	 701.2069 	 670.6552 	 457.1035 	 366.7586 	 525.7931 	 521.1379 	 580.6552 	 624.1379 	 409.1035 	 352.2069 	 252.2069 	 302.069 	 465,00   	 483.069 	 486.1035 	 540.2414 
 yczG 	 1607.172 	 1623.517 	 1553.138 	 1470.069 	 1535.724 	 1563.862 	 1702.069 	 1730.759 	 1563.966 	 1654.724 	 1233.586 	 1338.138 	 1459.483 	 1636.207 	 1575.759 	 1636.069 
 ykfB 	 1231.034 	 1384.31 	 1011.483 	 1049.172 	 1762.241 	 1810.483 	 2309.414 	 2481.31 	 1120.586 	 1224.69 	 818.7241 	 815.5172 	 1606.483 	 1674.414 	 2208.69 	 2394.931 
 ypmA 	 643.8276 	 648.9655 	 638.9655 	 619.8965 	 871.4828 	 873.4138 	 1013.138 	 1066.034 	 560.5862 	 532.3104 	 501.7586 	 561.3104 	 812.6552 	 795.2759 	 1055.172 	 1069.483 
 paiB 	 962.6552 	 1003.034 	 772.8965 	 775.3104 	 1354.621 	 1364.138 	 1390.207 	 1560.966 	 922.2069 	 906.7586 	 681,00   	 699.5517 	 1350.586 	 1384.172 	 1329.759 	 1362.586 
 yulD 	 359.2414 	 373.7586 	 226.3793 	 253.4483 	 399.7586 	 420.2069 	 451,00   	 462.0345 	 281.7586 	 268.8276 	 222.5517 	 225.2069 	 460.4828 	 480.3793 	 372.9655 	 392.8276 
 ytvA 	 379.1379 	 403.069 	 259.7586 	 248.3793 	 419.6897 	 482.7242 	 407.3793 	 445.7586 	 290.6897 	 319.5517 	 251.1035 	 221.8621 	 479.2414 	 499.5172 	 361.5172 	 381,00   
 yhcH 	 633.5862 	 665.7931 	 647.931 	 616.069 	 1233.034 	 1232.69 	 1508.172 	 1547.207 	 655,00   	 642.3793 	 564.1724 	 572.5862 	 1472.517 	 1515.172 	 1390.517 	 1387.931 
 yheC 	 877.2069 	 957.8621 	 463.4138 	 503.6897 	 723.2414 	 751.8965 	 502.3448 	 669.3104 	 686.2759 	 789.2759 	 401.7586 	 415.8965 	 677.3104 	 765.9655 	 489.2069 	 566.1379 
 ydbA 	 1107.31 	 1032.69 	 863.7931 	 816.4483 	 1779.069 	 1800.172 	 1950.207 	 2060.552 	 747.1035 	 904.5517 	 705.6207 	 739.4483 	 1889.517 	 2108.621 	 1860.207 	 1894.621 
 ykzF 	 1097.103 	 1172.172 	 1063.759 	 1008.586 	 2090.69 	 2092.724 	 2588.379 	 2757.379 	 1164.379 	 1165.207 	 908.2759 	 1018.069 	 2576.828 	 2747.517 	 2392.862 	 2267.517 
 folD 	 950.5517 	 894.2069 	 686.1035 	 619.931 	 1420.207 	 1454.034 	 1131.448 	 1 214,00   	 676.7586 	 725.6207 	 596.1035 	 676.9655 	 1249.655 	 1 269,00   	 1241.138 	 1229.103 
 yvbG 	 783.069 	 744.2414 	 547.3104 	 535.6552 	 865.6207 	 824.7586 	 796.1724 	 829.8276 	 676.5172 	 760.1724 	 444.6897 	 511.2758 	 887.6552 	 912.2414 	 786.2069 	 840.6552 
 lrpC 	 1933.621 	 2 019,00   	 1534.276 	 1585.448 	 2128.448 	 2207.034 	 2827.448 	 2884.207 	 1926.138 	 2040.172 	 1438.828 	 1496.724 	 2537.276 	 2521.31 	 2635.828 	 2744.552 
 ytlD 	 1587.517 	 1565.586 	 1234.414 	 1109.138 	 2597.517 	 2596.655 	 2787.896 	 2690.828 	 1526.897 	 1429.276 	 1050.379 	 1106.138 	 3040.517 	 3194.69 	 2622.379 	 2717.586 
 topA 	 622.7241 	 647.5862 	 443.3793 	 426.5172 	 687.6896 	 687.8276 	 694.7586 	 739.931 	 602.8276 	 563.5517 	 392.2758 	 403.3448 	 683.1724 	 685.6207 	 675.9655 	 743.0345 
 yodN 	 464.3448 	 471.2414 	 345.069 	 329.7242 	 531.5172 	 537.1035 	 633.9655 	 625.5172 	 398.069 	 361.3103 	 279.1035 	 275.1379 	 596.5517 	 540,00   	 662,00   	 635.2069 
 yddA 	 702.1379 	 688.5517 	 634.9655 	 661.3104 	 925.2414 	 933.3104 	 1297.069 	 1334.724 	 648.5172 	 576.5517 	 425.4828 	 430.6207 	 915.2414 	 897.9655 	 975.3793 	 983.6552 
 pyrAA 	 704.069 	 717.6896 	 566.8276 	 523.7586 	 1111.034 	 1125.345 	 1025.034 	 1053.034 	 524.2759 	 518.6552 	 593.7586 	 624.1035 	 954.5862 	 935.8621 	 1228.655 	 1249.31 
 yqfO 	 503.3793 	 542.8276 	 430.931 	 430.4138 	 863.1379 	 834.8621 	 636.2759 	 606.931 	 497.5862 	 450.6207 	 367.9655 	 382.7242 	 774.4828 	 762.2414 	 648.2414 	 632.8965 
 yvdI 	 2361.276 	 2322.31 	 2461.448 	 2268.621 	 2740.966 	 2751.483 	 3787.69 	 4 003,00   	 2061.379 	 2092.448 	 2156.724 	 2255.379 	 2994.448 	 3014.172 	 3822.931 	 3887.655 
 cheC 	 479.2414 	 395.4828 	 329.4138 	 241.5862 	 569.069 	 437.7931 	 565.931 	 465.7242 	 407.1379 	 319.7242 	 378.0345 	 283.1379 	 579,00   	 465.7586 	 608.1035 	 456,00   
 ytaA 	 369.7242 	 511.7586 	 273.5172 	 310.8276 	 443.1035 	 471.2414 	 459.0345 	 540.9655 	 344.8965 	 348.5172 	 255.4828 	 289.8621 	 443,00   	 508.7586 	 427.8276 	 523,00   
 pksP 	 1647.241 	 1704.517 	 1 090,00   	 1176.655 	 1858.172 	 1844.103 	 2008.966 	 2032.862 	 1458.724 	 1426.448 	 1055.931 	 1068.345 	 1901.586 	 1949.897 	 2101.517 	 2071.379 
 spoVAB 	 603.931 	 642.2069 	 355.8276 	 362.1035 	 471.4828 	 494.5517 	 540.8965 	 593.5517 	 443.1724 	 462.3793 	 319.8965 	 307.8276 	 479.6897 	 487.7586 	 515.6207 	 556.5862 
 ydhT 	 484.0345 	 500.9655 	 302.069 	 296.1379 	 523.1724 	 559.7931 	 561.3793 	 599.7931 	 366.5172 	 383.3448 	 272.2414 	 288.1379 	 532.069 	 605.6552 	 484.2414 	 555.4138 
